dc_identifier,eid,prism_doi,pii,pubmed_id,orcid,link_self_href,link_scopus_href,link_scopus_citedby_href,prism_url,dc_title,first_author_name,prism_publicationname,prism_aggregationtype,prism_issn,prism_isbn,prism_volume,prism_issueidentifier,prism_pagerange,prism_coverdate,publication_year,publication_month,prism_coverdisplaydate,citedby_count,subtype,subtypedescription,first_affiliation_name,openaccess
SCOPUS_ID:85208049169,2-s2.0-85208049169,10.1038/s44160-024-00672-9,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85208049169,Carbonate shell regulates CuO surface reconstruction for enhanced CO<inf>2</inf> electroreduction,Ma X.,Nature Synthesis,Journal,,nan,4,1,53-66,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:85207002294,2-s2.0-85207002294,10.1016/j.compgeo.2024.106849,S0266352X24007882,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85207002294,GeoLLM: A specialized large language model framework for intelligent geotechnical design,Xu H.R.,Computers and Geotechnics,Journal,0266352X,nan,177,,,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:85206521390,2-s2.0-85206521390,10.1016/j.apenergy.2024.124704,S0306261924020877,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85206521390,Experimental performance investigation on a desiccant-assisted two-stage evaporative cooling system in hot and humid areas,Zhang Y.,Applied Energy,Journal,03062619,nan,377,,,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:85204472089,2-s2.0-85204472089,10.1007/s40820-024-01511-4,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85204472089,Catalyst–Support Interaction in Polyaniline-Supported Ni<inf>3</inf>Fe Oxide to Boost Oxygen Evolution Activities for Rechargeable Zn-Air Batteries,Zou X.,Nano-Micro Letters,Journal,23116706,nan,17,1,,2025-12-01,2025,12,,6,ar,Article,,1
SCOPUS_ID:85203826082,2-s2.0-85203826082,10.1016/j.ymssp.2024.111921,S0888327024008197,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85203826082,Investigation of forced wheel spindle vibration influence on surface formation in grinding of hard materials,Yin T.,Mechanical Systems and Signal Processing,Journal,08883270,nan,223,,,2025-01-15,2025,1,,6,ar,Article,,0
SCOPUS_ID:85189317699,2-s2.0-85189317699,10.1080/14708477.2024.2326110,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85189317699,Ethnic othering in Nigeria’s electoral discourse: the need for intercultural competence,Aboh S.C.,Language and Intercultural Communication,Journal,14708477,nan,25,1,156-169,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:85150644876,2-s2.0-85150644876,10.1177/10963480231156079,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85150644876,"COVID-19 Research in Hospitality and Tourism: Critical Analysis, Reflection, and Lessons Learned",Wong A.K.F.,Journal of Hospitality and Tourism Research,Journal,10963480,nan,49,1,188-204,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:105001870358,2-s2.0-105001870358,10.1080/03088839.2023.2224816,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105001870358,Role of carbon emission linked financial leasing in shipping decarbonization,Xue Y.,Maritime Policy and Management,Journal,03088839,nan,52,3,396-416,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:105001487371,2-s2.0-105001487371,10.1080/15435075.2021.2010085,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105001487371,Nafion membranes for e-fuel cell applications,Shi X.,International Journal of Green Energy,Journal,15435075,nan,22,5,839-845,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:105001059095,2-s2.0-105001059095,10.1080/13675567.2023.2167958,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105001059095,Could shipment consolidation jointly improve the economic and environmental sustainability of a maritime service supply chain?,Wang H.,International Journal of Logistics Research and Applications,Journal,13675567,nan,28,3,279-324,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:105000148398,2-s2.0-105000148398,10.1109/TASE.2024.3437747,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105000148398,"Modeling, Robust Control Design, and Experimental Verification for Quadrotor Carrying Cable-Suspended Payload",Zhu Y.,IEEE Transactions on Automation Science and Engineering,Journal,15455955,nan,22,,6061-6075,2025-01-01,2025,1,,6,ar,Article,,0
SCOPUS_ID:86000749525,2-s2.0-86000749525,10.1177/00472875231219634,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000749525,Viewer In-Consumption Engagement in Pro-Environmental Tourism Videos: A Video Analytics Approach,Zhu J.,Journal of Travel Research,Journal,00472875,nan,64,3,716-735,2025-03-01,2025,3,,5,ar,Article,,0
SCOPUS_ID:86000719198,2-s2.0-86000719198,10.1177/23998083241261750,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000719198,Synergies and trade-offs in achieving sustainable targets of urban renewal: A decision-making support framework,Wang A.,Environment and Planning B: Urban Analytics and City Science,Journal,23998083,nan,52,2,490-508,2025-02-01,2025,2,,5,ar,Article,,1
SCOPUS_ID:86000426262,2-s2.0-86000426262,10.1057/s41278-024-00291-3,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000426262,Smart ports for sustainable shipping: concept and practices revisited through the case study of China’s Tianjin port,Liu M.,Maritime Economics and Logistics,Journal,14792931,nan,27,1,50-95,2025-03-01,2025,3,,5,ar,Article,,0
SCOPUS_ID:86000426064,2-s2.0-86000426064,10.1109/TNNLS.2024.3373809,,38507378,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000426064,Multimodal Dual-Embedding Networks for Malware Open-Set Recognition,Guo J.,IEEE Transactions on Neural Networks and Learning Systems,Journal,2162237X,nan,36,3,4545-4559,2025-01-01,2025,1,,5,ar,Article,,0
SCOPUS_ID:86000380768,2-s2.0-86000380768,10.1007/s12583-024-0123-z,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000380768,Hydrogeodesy Facilitates the Accurate Assessment of Extreme Drought Events,Wu Y.,Journal of Earth Science,Journal,1674487X,nan,36,1,347-350,2025-02-01,2025,2,,5,ed,Editorial,,0
SCOPUS_ID:85217058488,2-s2.0-85217058488,10.1016/j.nanoen.2025.110746,S2211285525001053,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85217058488,Mutualistic symbiotic wireless node for next-era smart transportation,Wang Y.,Nano Energy,Journal,22112855,nan,136,,,2025-04-01,2025,4,,5,ar,Article,,0
SCOPUS_ID:85216373084,2-s2.0-85216373084,10.1016/j.conbuildmat.2025.140185,S0950061825003332,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216373084,"Maintenance mechanisms of rejuvenator-optimized asphalt emulsion in damaged porous asphalt mixture: Morphological, physicochemical, and rheological characterizations",Yang B.,Construction and Building Materials,Journal,09500618,nan,464,,,2025-02-21,2025,2,,5,ar,Article,,0
SCOPUS_ID:85216243485,2-s2.0-85216243485,10.1016/j.energy.2025.134642,S0360544225002841,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216243485,Quantitative assessment on the visual effects of photovoltaic double skin façade: Towards a sustainable building prospect,Liu X.,Energy,Journal,03605442,nan,317,,,2025-02-15,2025,2,,5,ar,Article,,0
SCOPUS_ID:85215405976,2-s2.0-85215405976,10.1016/j.probengmech.2025.103731,S0266892025000037,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85215405976,Prediction of train-induced ground-borne vibration transmission considering parametric uncertainties,Tao Z.,Probabilistic Engineering Mechanics,Journal,02668920,nan,79,,,2025-01-01,2025,1,,5,ar,Article,,0
SCOPUS_ID:85214890988,2-s2.0-85214890988,10.1109/TEM.2024.3525105,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85214890988,Optimizing Blockchain-Enabled Sustainable Supply Chains,Wu J.,IEEE Transactions on Engineering Management,Journal,00189391,nan,72,,426-445,2025-01-01,2025,1,,5,ar,Article,,0
SCOPUS_ID:85214662532,2-s2.0-85214662532,10.1016/j.ensm.2025.104008,S2405829725000091,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85214662532,Molecular engineering of pore structure/interfacial functional groups toward hard carbon anode in sodium-ion batteries,Liu Y.,Energy Storage Materials,Journal,,nan,75,,,2025-02-01,2025,2,,5,ar,Article,,0
SCOPUS_ID:85214532919,2-s2.0-85214532919,10.1016/j.cclet.2024.110429,S1001841724009483,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85214532919,N-doped carbon confined ternary Pt<inf>2</inf>NiCo intermetallics for efficient oxygen reduction reaction,Zhang C.,Chinese Chemical Letters,Journal,10018417,nan,36,3,,2025-03-01,2025,3,,5,ar,Article,,0
SCOPUS_ID:85214506993,2-s2.0-85214506993,10.1016/j.engstruct.2025.119642,S014102962500032X,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85214506993,Design and evaluation methods for CFST members with high-performance materials subjected to axial impact,Yang X.,Engineering Structures,Journal,01410296,nan,327,,,2025-03-15,2025,3,,5,ar,Article,,0
SCOPUS_ID:85211749744,2-s2.0-85211749744,10.1016/j.asoc.2024.112583,S1568494624013577,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85211749744,Dynamic evaluation of the safety risk during shield construction near existing tunnels via a pair-copula Bayesian network,Chen H.,Applied Soft Computing,Journal,15684946,nan,169,,,2025-01-01,2025,1,,5,ar,Article,,0
SCOPUS_ID:85210386344,2-s2.0-85210386344,10.1016/j.inffus.2024.102810,S1566253524005888,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85210386344,Towards marine snow removal with fusing Fourier information,Ju Y.,Information Fusion,Journal,15662535,nan,117,,,2025-05-01,2025,5,,5,ar,Article,,1
SCOPUS_ID:85210295357,2-s2.0-85210295357,10.1016/j.seppur.2024.130803,S1383586624045428,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85210295357,Elucidating the efficacious capacitive deionization defluorination behaviors of heteroatom-doped hierarchical porous carbon nanofibers membrane,Gao M.,Separation and Purification Technology,Journal,13835866,nan,359,,,2025-06-22,2025,6,,5,ar,Article,,0
SCOPUS_ID:85210036491,2-s2.0-85210036491,10.1016/j.bios.2024.116963,S0956566324009709,39603211,,,,,https://api.elsevier.com/content/abstract/scopus_id/85210036491,A CRISPR-Cas12a-mediated dual-mode luminescence and colorimetric nucleic acid biosensing platform based on upconversion nanozyme,Yan J.,Biosensors and Bioelectronics,Journal,09565663,nan,270,,,2025-02-15,2025,2,,5,ar,Article,,0
SCOPUS_ID:85210033048,2-s2.0-85210033048,10.1016/j.cemconres.2024.107737,S0008884624003181,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85210033048,Rheology dependent pore structure optimization of high-performance foam concrete,Fan D.,Cement and Concrete Research,Journal,00088846,nan,188,,,2025-02-01,2025,2,,5,ar,Article,,0
SCOPUS_ID:85209823973,2-s2.0-85209823973,10.1002/adma.202413270,,39558807,,,,,https://api.elsevier.com/content/abstract/scopus_id/85209823973,Balanced Miscibility and Crystallinity by 2D Acceptors Enabled Halogen-Free Solvent-Processed Organic Solar Cells to Achieve 19.28% Efficiency,Lang Y.,Advanced Materials,Journal,09359648,nan,37,1,,2025-01-08,2025,1,,5,ar,Article,,0
SCOPUS_ID:85209260258,2-s2.0-85209260258,10.1016/j.jechem.2024.10.018,S2095495624007204,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85209260258,Physics-informed battery degradation prediction: Forecasting charging curves using one-cycle data,Tang A.,Journal of Energy Chemistry,Journal,20954956,nan,101,,825-836,2025-02-01,2025,2,,5,ar,Article,,0
SCOPUS_ID:85208560876,2-s2.0-85208560876,10.1016/j.applthermaleng.2024.124874,S1359431124025420,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85208560876,Optimisation of PCM passive cooling efficiency on lithium-ion batteries based on coupled CFD and ANN techniques,Li W.,Applied Thermal Engineering,Journal,13594311,nan,259,,,2025-01-15,2025,1,,5,ar,Article,,0
SCOPUS_ID:85208188876,2-s2.0-85208188876,10.1111/ejed.12824,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85208188876,A Qualitative Inquiry Into Metacognitive Strategies of Postgraduate Students in Employing ChatGPT for English Academic Writing,Yao Y.,European Journal of Education,Journal,01418211,nan,60,1,,2025-03-01,2025,3,,5,ar,Article,,1
SCOPUS_ID:85208177554,2-s2.0-85208177554,10.1002/anie.202414777,,39325543,,,,,https://api.elsevier.com/content/abstract/scopus_id/85208177554,Anion-Anchored Polymer-in-Salt Solid Electrolyte for High-Performance Zinc Batteries,Shi X.,Angewandte Chemie - International Edition,Journal,14337851,nan,64,2,,2025-01-10,2025,1,,5,ar,Article,,0
SCOPUS_ID:85208107434,2-s2.0-85208107434,10.1016/j.eswa.2024.125582,S0957417424024497,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85208107434,Modeling competing guidance on evacuation choices under time pressure using virtual reality and machine learning,Zhang Y.,Expert Systems with Applications,Journal,09574174,nan,262,,,2025-03-01,2025,3,,5,ar,Article,,0
SCOPUS_ID:85208077304,2-s2.0-85208077304,10.1016/j.engstruct.2024.119247,S0141029624018091,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85208077304,A state-of-the-art review on negative stiffness-based structural vibration control,Li H.,Engineering Structures,Journal,01410296,nan,323,,,2025-01-15,2025,1,,5,re,Review,,0
SCOPUS_ID:85207692253,2-s2.0-85207692253,10.1016/j.jpowsour.2024.235685,S0378775324016379,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85207692253,Understanding the regulation of sulfur on surface-dominated hard carbon anode for sodium ion batteries,Li M.,Journal of Power Sources,Journal,03787753,nan,625,,,2025-01-01,2025,1,,5,ar,Article,,0
SCOPUS_ID:85207583387,2-s2.0-85207583387,10.1016/j.apcatb.2024.124765,S0926337324010798,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85207583387,Porous organic polymers with shiftable active Co(II) sites for photocatalytic reduction of CO<inf>2</inf> to C<inf>2</inf>H<inf>4</inf>,Wang K.,Applied Catalysis B: Environmental,Journal,09263373,nan,362,,,2025-03-01,2025,3,,5,ar,Article,,0
SCOPUS_ID:85207322575,2-s2.0-85207322575,10.1016/j.compstruct.2024.118662,S0263822324007906,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85207322575,Rheology of flexible fiber-reinforced cement pastes: Maximum packing fraction determination and structural build-up analysis,Guo Z.,Composite Structures,Journal,02638223,nan,352,,,2025-01-15,2025,1,,5,no,Note,,0
SCOPUS_ID:85206794297,2-s2.0-85206794297,10.1016/j.jcis.2024.10.073,S0021979724024032,39432963,,,,,https://api.elsevier.com/content/abstract/scopus_id/85206794297,Manipulating the d-band center of bimetallic molybdenum vanadate for high performance aqueous zinc-ion battery,Bai Y.,Journal of Colloid and Interface Science,Journal,00219797,nan,679,,1311-1319,2025-02-01,2025,2,,5,ar,Article,,0
SCOPUS_ID:85206296162,2-s2.0-85206296162,10.1016/j.ccr.2024.216268,S0010854524006143,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85206296162,"Recent advances in the treatment of heavy/precious metal pollution, resource recovery and reutilization: Progress and perspective",Liu S.,Coordination Chemistry Reviews,Journal,00108545,nan,523,,,2025-01-15,2025,1,,5,re,Review,,0
SCOPUS_ID:85205678525,2-s2.0-85205678525,10.1016/j.pmatsci.2024.101382,S0079642524001518,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85205678525,The concept of high entropy for rechargeable batteries,Li H.,Progress in Materials Science,Journal,00796425,nan,148,,,2025-02-01,2025,2,,5,re,Review,,0
SCOPUS_ID:85204431087,2-s2.0-85204431087,10.1002/adfm.202412902,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85204431087,"Chameleon-Inspired, Dipole Moment-Increasing, Fire-Retardant Strategies Toward Promoting the Practical Application of Radiative Cooling Materials",Cai W.,Advanced Functional Materials,Journal,1616301X,nan,35,2,,2025-01-09,2025,1,,5,ar,Article,,1
SCOPUS_ID:85200649063,2-s2.0-85200649063,10.1016/j.tourman.2024.105022,S0261517724001419,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85200649063,Beyond static rankings: A tourist experience-driven approach to measure destination competitiveness,Chen J.,Tourism Management,Journal,02615177,nan,106,,,2025-02-01,2025,2,,5,ar,Article,,1
SCOPUS_ID:85200343736,2-s2.0-85200343736,10.1016/j.cam.2024.116185,S0377042724004345,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85200343736,A genuine extension of the Moore–Penrose inverse to dual matrices,Cui C.,Journal of Computational and Applied Mathematics,Journal,03770427,nan,454,,,2025-01-15,2025,1,,5,ar,Article,,0
SCOPUS_ID:85199949259,2-s2.0-85199949259,10.1016/j.inffus.2024.102597,S1566253524003750,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85199949259,A deep multimodal network for multi-task trajectory prediction,Lei D.,Information Fusion,Journal,15662535,nan,113,,,2025-01-01,2025,1,,5,ar,Article,,0
SCOPUS_ID:85196764548,2-s2.0-85196764548,10.1016/j.jmat.2024.01.005,S2352847824000248,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85196764548,A freestanding ferroelectric thin film-based soft strain sensor,Guo J.,Journal of Materiomics,Journal,23528478,nan,11,1,,2025-01-01,2025,1,,5,ar,Article,,1
SCOPUS_ID:85195572846,2-s2.0-85195572846,10.1177/10963480241258084,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85195572846,Rethinking Travel Companionship: An Alternative Conceptual Model and Future Research Agenda,Liu B.,Journal of Hospitality and Tourism Research,Journal,10963480,nan,49,4,842-859,2025-05-01,2025,5,,5,ar,Article,,1
SCOPUS_ID:85193493861,2-s2.0-85193493861,10.1002/adhm.202401309,,38738646,,,,,https://api.elsevier.com/content/abstract/scopus_id/85193493861,Nanozymes for Treating Ocular Diseases,Wong K.Y.,Advanced Healthcare Materials,Journal,21922640,nan,14,8,,2025-03-25,2025,3,,5,re,Review,,1
SCOPUS_ID:85187006008,2-s2.0-85187006008,10.1109/TASE.2024.3370053,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85187006008,Virtual Verification and Validation to Enhance Sustainability of Manufacturing Systems,Bi Z.,IEEE Transactions on Automation Science and Engineering,Journal,15455955,nan,22,,1738-1747,2025-01-01,2025,1,,5,ar,Article,,0
