fa,prism_url,dc_identifier,prism_publicationname,prism_coverdate,prism_doi,citedby_count,subtype,subtypedescription,publication_year,publication_month
true,https://api.elsevier.com/content/abstract/scopus_id/85186917983,SCOPUS_ID:85186917983,Journal of Vacation Marketing,2024-01-01 00:00:00,10.1177/13567667241236490,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85186871853,SCOPUS_ID:85186871853,Mathematical Programming,2024-01-01 00:00:00,10.1007/s10107-024-02068-1,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85186755366,SCOPUS_ID:85186755366,International Communications in Heat and Mass Transfer,2024-04-01 00:00:00,10.1016/j.icheatmasstransfer.2024.107329,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85186752093,SCOPUS_ID:85186752093,European Journal of Physical and Rehabilitation Medicine,2024-02-01 00:00:00,10.23736/S1973-9087.23.08111-X,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85186678600,SCOPUS_ID:85186678600,Knowledge-Based Systems,2024-05-12 00:00:00,10.1016/j.knosys.2024.111565,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186612078,SCOPUS_ID:85186612078,Energy Conversion and Management: X,2024-04-01 00:00:00,10.1016/j.ecmx.2024.100552,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85186554325,SCOPUS_ID:85186554325,Composite Structures,2024-05-01 00:00:00,10.1016/j.compstruct.2024.117994,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186545901,SCOPUS_ID:85186545901,Computers and Industrial Engineering,2024-04-01 00:00:00,10.1016/j.cie.2024.109992,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85186513403,SCOPUS_ID:85186513403,Journal of Building Engineering,2024-06-01 00:00:00,10.1016/j.jobe.2024.108908,4,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85186495202,SCOPUS_ID:85186495202,Journal of Alloys and Compounds,2024-05-15 00:00:00,10.1016/j.jallcom.2024.173991,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186437066,SCOPUS_ID:85186437066,Advanced Sustainable Systems,2024-07-01 00:00:00,10.1002/adsu.202300401,4,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85186397328,SCOPUS_ID:85186397328,Nano Letters,2024-03-13 00:00:00,10.1021/acs.nanolett.4c00115,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85186328755,SCOPUS_ID:85186328755,Energy Conversion and Management,2024-04-01 00:00:00,10.1016/j.enconman.2024.118255,4,re,Review,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85186272682,SCOPUS_ID:85186272682,Journal of NeuroEngineering and Rehabilitation,2024-12-01 00:00:00,10.1186/s12984-024-01328-7,4,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85186242870,SCOPUS_ID:85186242870,ACM Computing Surveys,2024-05-31 00:00:00,10.1145/3636551,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186236817,SCOPUS_ID:85186236817,Computers and Geotechnics,2024-05-01 00:00:00,10.1016/j.compgeo.2024.106181,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186107715,SCOPUS_ID:85186107715,IEEE Access,2024-01-01 00:00:00,10.1109/ACCESS.2024.3369487,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85185904934,SCOPUS_ID:85185904934,Chinese Journal of Chemistry,2024-06-15 00:00:00,10.1002/cjoc.202300751,4,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85185841550,SCOPUS_ID:85185841550,Science of the Total Environment,2024-04-15 00:00:00,10.1016/j.scitotenv.2024.170903,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85185838828,SCOPUS_ID:85185838828,Construction and Building Materials,2024-01-12 00:00:00,10.1016/j.conbuildmat.2023.134606,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85185831770,SCOPUS_ID:85185831770,International Journal of Structural Stability and Dynamics,2024-01-30 00:00:00,10.1142/S0219455424500196,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85185828233,SCOPUS_ID:85185828233,Applied Sciences (Switzerland),2024-01-01 00:00:00,10.3390/app14020805,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85185688421,SCOPUS_ID:85185688421,International Journal for Numerical and Analytical Methods in Geomechanics,2024-05-01 00:00:00,10.1002/nag.3711,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85185675374,SCOPUS_ID:85185675374,Applied Mathematical Modelling,2024-06-01 00:00:00,10.1016/j.apm.2024.01.052,4,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85185662693,SCOPUS_ID:85185662693,Laser and Photonics Reviews,2024-04-01 00:00:00,10.1002/lpor.202300445,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85185608986,SCOPUS_ID:85185608986,ACS Sustainable Chemistry and Engineering,2024-02-26 00:00:00,10.1021/acssuschemeng.3c07472,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85185599088,SCOPUS_ID:85185599088,Journal of Organic Chemistry,2024-11-15 00:00:00,10.1021/acs.joc.3c02345,4,ar,Article,2024,11
true,https://api.elsevier.com/content/abstract/scopus_id/85185519557,SCOPUS_ID:85185519557,International Journal of Contemporary Hospitality Management,2024-08-05 00:00:00,10.1108/IJCHM-08-2023-1302,4,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85185483427,SCOPUS_ID:85185483427,International Journal of Nursing Practice,2024-04-01 00:00:00,10.1111/ijn.13245,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85185392166,SCOPUS_ID:85185392166,Intelligence-Based Medicine,2024-01-01 00:00:00,10.1016/j.ibmed.2023.100133,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85185300686,SCOPUS_ID:85185300686,ACS Applied Materials and Interfaces,2024-02-21 00:00:00,10.1021/acsami.3c15090,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85185249828,SCOPUS_ID:85185249828,Transportation Research Part A: Policy and Practice,2024-03-01 00:00:00,10.1016/j.tra.2024.104003,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85185218059,SCOPUS_ID:85185218059,ACM Transactions on Privacy and Security,2024-02-06 00:00:00,10.1145/3629976,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85185186628,SCOPUS_ID:85185186628,Energy Policy,2024-03-01 00:00:00,10.1016/j.enpol.2024.114009,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85185150587,SCOPUS_ID:85185150587,Materials Horizons,2024-01-30 00:00:00,10.1039/d3mh02041j,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85185000714,SCOPUS_ID:85185000714,Ultrasonics,2024-03-01 00:00:00,10.1016/j.ultras.2024.107265,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85184926862,SCOPUS_ID:85184926862,ACS Pharmacology and Translational Science,2024-02-09 00:00:00,10.1021/acsptsci.3c00354,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85184843020,SCOPUS_ID:85184843020,Information and Management,2024-04-01 00:00:00,10.1016/j.im.2024.103938,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85184830114,SCOPUS_ID:85184830114,IEEE Transactions on Wireless Communications,2024-06-01 00:00:00,10.1109/TWC.2023.3334732,4,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85184772806,SCOPUS_ID:85184772806,Safety Science,2024-04-01 00:00:00,10.1016/j.ssci.2024.106432,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85184742233,SCOPUS_ID:85184742233,Marine Policy,2024-03-01 00:00:00,10.1016/j.marpol.2024.106039,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85184461332,SCOPUS_ID:85184461332,Journal of Quality Assurance in Hospitality and Tourism,2024-01-01 00:00:00,10.1080/1528008X.2024.2313194,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85184453575,SCOPUS_ID:85184453575,Journal of the American Ceramic Society,2024-06-01 00:00:00,10.1111/jace.19718,4,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85184325764,SCOPUS_ID:85184325764,IEEE Transactions on Aerospace and Electronic Systems,2024-06-01 00:00:00,10.1109/TAES.2024.3360380,4,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85184266721,SCOPUS_ID:85184266721,"Numerical Heat Transfer, Part B: Fundamentals",2024-01-01 00:00:00,10.1080/10407790.2024.2310708,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85184197101,SCOPUS_ID:85184197101,Asia Pacific Journal of Tourism Research,2024-01-01 00:00:00,10.1080/10941665.2023.2298426,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85184156098,SCOPUS_ID:85184156098,Small,2024-07-18 00:00:00,10.1002/smll.202400085,4,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85184014742,SCOPUS_ID:85184014742,Shiyan Liuti Lixue/Journal of Experiments in Fluid Mechanics,2024-12-01 00:00:00,10.11729/syltlx20220090,4,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85184013761,SCOPUS_ID:85184013761,Remote Sensing of Environment,2024-04-01 00:00:00,10.1016/j.rse.2024.114026,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85184005033,SCOPUS_ID:85184005033,Engineering Structures,2024-03-15 00:00:00,10.1016/j.engstruct.2024.117581,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85183986643,SCOPUS_ID:85183986643,Redox Biology,2024-04-01 00:00:00,10.1016/j.redox.2024.103057,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85183981729,SCOPUS_ID:85183981729,Applied Energy,2024-04-01 00:00:00,10.1016/j.apenergy.2024.122718,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85183979591,SCOPUS_ID:85183979591,Food and Chemical Toxicology,2024-03-01 00:00:00,10.1016/j.fct.2024.114499,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85183973816,SCOPUS_ID:85183973816,Powder Technology,2024-03-01 00:00:00,10.1016/j.powtec.2024.119488,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85183944174,SCOPUS_ID:85183944174,Physics of Fluids,2024-02-01 00:00:00,10.1063/5.0187521,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85183943209,SCOPUS_ID:85183943209,Expert Systems with Applications,2024-08-01 00:00:00,10.1016/j.eswa.2024.123255,4,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85183940471,SCOPUS_ID:85183940471,International Journal of Mechanical Sciences,2024-05-01 00:00:00,10.1016/j.ijmecsci.2024.109047,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85183938815,SCOPUS_ID:85183938815,Energy,2024-04-01 00:00:00,10.1016/j.energy.2024.130519,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85183938109,SCOPUS_ID:85183938109,International Journal of Pavement Engineering,2024-01-01 00:00:00,10.1080/10298436.2024.2308158,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85183853356,SCOPUS_ID:85183853356,Journal of Consumer Behaviour,2024-07-01 00:00:00,10.1002/cb.2305,4,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85183714694,SCOPUS_ID:85183714694,Travel Behaviour and Society,2024-04-01 00:00:00,10.1016/j.tbs.2023.100713,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85183584662,SCOPUS_ID:85183584662,Case Studies in Construction Materials,2024-07-01 00:00:00,10.1016/j.cscm.2023.e02647,4,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85183582180,SCOPUS_ID:85183582180,Applied Soft Computing,2024-01-01 00:00:00,10.1016/j.asoc.2023.111091,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85183480065,SCOPUS_ID:85183480065,Solar Energy,2024-02-01 00:00:00,10.1016/j.solener.2024.112365,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85183451460,SCOPUS_ID:85183451460,Journal of Hydrology,2024-02-01 00:00:00,10.1016/j.jhydrol.2024.130716,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85183451302,SCOPUS_ID:85183451302,Photoacoustics,2024-04-01 00:00:00,10.1016/j.pacs.2024.100589,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85183207536,SCOPUS_ID:85183207536,Resources Policy,2024-02-01 00:00:00,10.1016/j.resourpol.2024.104656,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85183166865,SCOPUS_ID:85183166865,Journal of Building Engineering,2024-05-01 00:00:00,10.1016/j.jobe.2024.108510,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85183156085,SCOPUS_ID:85183156085,Mathematics,2024-01-01 00:00:00,10.3390/math12020264,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182997197,SCOPUS_ID:85182997197,Nano Research,2024-06-01 00:00:00,10.1007/s12274-024-6446-3,4,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85182953728,SCOPUS_ID:85182953728,IEEE Transactions on Intelligent Transportation Systems,2024-01-01 00:00:00,10.1109/TITS.2024.3350334,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182909686,SCOPUS_ID:85182909686,Journal of Cleaner Production,2024-01-15 00:00:00,10.1016/j.jclepro.2024.140651,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182893460,SCOPUS_ID:85182893460,Health and Place,2024-01-01 00:00:00,10.1016/j.healthplace.2024.103174,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182856656,SCOPUS_ID:85182856656,Acta Geophysica,2024-10-01 00:00:00,10.1007/s11600-023-01273-4,4,ar,Article,2024,10
true,https://api.elsevier.com/content/abstract/scopus_id/85182827486,SCOPUS_ID:85182827486,BMJ Open,2024-01-18 00:00:00,10.1136/bmjopen-2023-080929,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182826967,SCOPUS_ID:85182826967,International Nursing Review,2024-12-01 00:00:00,10.1111/inr.12930,4,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85182706086,SCOPUS_ID:85182706086,Scientific Reports,2024-12-01 00:00:00,10.1038/s41598-024-51826-w,4,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85182585607,SCOPUS_ID:85182585607,ACS Applied Materials and Interfaces,2024-01-24 00:00:00,10.1021/acsami.3c16795,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182567020,SCOPUS_ID:85182567020,Food Bioscience,2024-02-01 00:00:00,10.1016/j.fbio.2024.103603,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85182561505,SCOPUS_ID:85182561505,Journal of Business Research,2024-03-01 00:00:00,10.1016/j.jbusres.2024.114498,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85182491731,SCOPUS_ID:85182491731,Nursing Ethics,2024-12-01 00:00:00,10.1177/09697330231225399,4,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85182470006,SCOPUS_ID:85182470006,Land Degradation and Development,2024-03-01 00:00:00,10.1002/ldr.5025,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85182447880,SCOPUS_ID:85182447880,Construction and Building Materials,2024-01-12 00:00:00,10.1016/j.conbuildmat.2023.134779,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182432009,SCOPUS_ID:85182432009,International Journal of Biological Macromolecules,2024-02-01 00:00:00,10.1016/j.ijbiomac.2023.128872,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85182424226,SCOPUS_ID:85182424226,Nano Energy,2024-03-01 00:00:00,10.1016/j.nanoen.2023.109238,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85182423652,SCOPUS_ID:85182423652,Advanced Engineering Informatics,2024-01-01 00:00:00,10.1016/j.aei.2023.102330,4,ed,Editorial,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182387585,SCOPUS_ID:85182387585,IEEE Transactions on Geoscience and Remote Sensing,2024-01-01 00:00:00,10.1109/TGRS.2024.3350043,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181997119,SCOPUS_ID:85181997119,Proceedings of the National Academy of Sciences of the United States of America,2024-01-01 00:00:00,10.1073/pnas.2314077121,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181869830,SCOPUS_ID:85181869830,Ultrasonics,2024-03-01 00:00:00,10.1016/j.ultras.2023.107229,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85181814440,SCOPUS_ID:85181814440,IEEE Transactions on Intelligent Transportation Systems,2024-01-01 00:00:00,10.1109/TITS.2023.3340170,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181811448,SCOPUS_ID:85181811448,IEEE Transactions on Instrumentation and Measurement,2024-01-01 00:00:00,10.1109/TIM.2023.3343768,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181769935,SCOPUS_ID:85181769935,Translational Vision Science and Technology,2024-01-01 00:00:00,10.1167/tvst.13.1.2,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181745554,SCOPUS_ID:85181745554,Architectural Engineering and Design Management,2024-01-01 00:00:00,10.1080/17452007.2024.2302416,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181694552,SCOPUS_ID:85181694552,Construction and Building Materials,2024-01-12 00:00:00,10.1016/j.conbuildmat.2023.134728,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181693711,SCOPUS_ID:85181693711,Engineering Structures,2024-03-01 00:00:00,10.1016/j.engstruct.2023.117389,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85181676869,SCOPUS_ID:85181676869,Tunnelling and Underground Space Technology,2024-02-01 00:00:00,10.1016/j.tust.2023.105532,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85181674580,SCOPUS_ID:85181674580,Geriatric Nursing,2024-01-01 00:00:00,10.1016/j.gerinurse.2023.12.011,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181630539,SCOPUS_ID:85181630539,Optics Express,2024-01-10 00:00:00,10.1364/OE.505060,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181574819,SCOPUS_ID:85181574819,IEEE Internet of Things Journal,2024-05-01 00:00:00,10.1109/JIOT.2023.3348125,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85181574341,SCOPUS_ID:85181574341,IEEE Transactions on Geoscience and Remote Sensing,2024-01-01 00:00:00,10.1109/TGRS.2023.3348511,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181572566,SCOPUS_ID:85181572566,IEEE Transactions on Instrumentation and Measurement,2024-01-01 00:00:00,10.1109/TIM.2023.3346494,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181561628,SCOPUS_ID:85181561628,IEEE Transactions on Network Science and Engineering,2024-03-01 00:00:00,10.1109/TNSE.2023.3328776,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85181558893,SCOPUS_ID:85181558893,IEEE Transactions on Aerospace and Electronic Systems,2024-06-01 00:00:00,10.1109/TAES.2023.3348423,4,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85181554405,SCOPUS_ID:85181554405,IEEE Transactions on Knowledge and Data Engineering,2024-07-01 00:00:00,10.1109/TKDE.2023.3329673,4,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85181528769,SCOPUS_ID:85181528769,Rock Mechanics and Rock Engineering,2024-04-01 00:00:00,10.1007/s00603-023-03712-6,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85181241585,SCOPUS_ID:85181241585,Aggregate,2024-04-01 00:00:00,10.1002/agt2.478,4,re,Review,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85181233492,SCOPUS_ID:85181233492,BMC Public Health,2024-12-01 00:00:00,10.1186/s12889-023-17574-8,4,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85181147586,SCOPUS_ID:85181147586,Ceramics International,2024-04-01 00:00:00,10.1016/j.ceramint.2023.12.335,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85181145963,SCOPUS_ID:85181145963,Thin-Walled Structures,2024-02-01 00:00:00,10.1016/j.tws.2023.111533,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85181054921,SCOPUS_ID:85181054921,Polymer Degradation and Stability,2024-02-01 00:00:00,10.1016/j.polymdegradstab.2023.110647,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85181003364,SCOPUS_ID:85181003364,Engineering Structures,2024-03-01 00:00:00,10.1016/j.engstruct.2023.117329,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85180961836,SCOPUS_ID:85180961836,Chinese Chemical Letters,2024-03-01 00:00:00,10.1016/j.cclet.2023.108709,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85180931381,SCOPUS_ID:85180931381,Journal of Building Engineering,2024-04-01 00:00:00,10.1016/j.jobe.2023.108384,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85180900804,SCOPUS_ID:85180900804,Supportive Care in Cancer,2024-01-01 00:00:00,10.1007/s00520-023-08255-8,4,re,Review,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180838812,SCOPUS_ID:85180838812,GPS Solutions,2024-01-01 00:00:00,10.1007/s10291-023-01593-4,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180645768,SCOPUS_ID:85180645768,Building Simulation,2024-03-01 00:00:00,10.1007/s12273-023-1091-4,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85180556940,SCOPUS_ID:85180556940,Engineering Structures,2024-03-01 00:00:00,10.1016/j.engstruct.2023.117385,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85180431284,SCOPUS_ID:85180431284,Information Sciences,2024-02-01 00:00:00,10.1016/j.ins.2023.119980,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85180404457,SCOPUS_ID:85180404457,Reliability Engineering and System Safety,2024-03-01 00:00:00,10.1016/j.ress.2023.109889,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85180360345,SCOPUS_ID:85180360345,Archives of Physical Medicine and Rehabilitation,2024-04-01 00:00:00,10.1016/j.apmr.2023.10.018,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85179886142,SCOPUS_ID:85179886142,Journal of Building Engineering,2024-04-01 00:00:00,10.1016/j.jobe.2023.108264,4,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85179882745,SCOPUS_ID:85179882745,Computers and Geotechnics,2024-02-01 00:00:00,10.1016/j.compgeo.2023.105998,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85179823744,SCOPUS_ID:85179823744,International Journal of Hospitality Management,2024-02-01 00:00:00,10.1016/j.ijhm.2023.103639,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85179787700,SCOPUS_ID:85179787700,IEEE Transactions on Instrumentation and Measurement,2024-01-01 00:00:00,10.1109/TIM.2023.3341121,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85179587060,SCOPUS_ID:85179587060,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,2024-03-05 00:00:00,10.1016/j.saa.2023.123720,4,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85179581624,SCOPUS_ID:85179581624,Journal of Cleaner Production,2024-01-01 00:00:00,10.1016/j.jclepro.2023.140006,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85179493719,SCOPUS_ID:85179493719,Expert Systems with Applications,2024-05-15 00:00:00,10.1016/j.eswa.2023.122725,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85178896144,SCOPUS_ID:85178896144,Cornell Hospitality Quarterly,2024-11-01 00:00:00,10.1177/19389655231214757,4,ar,Article,2024,11
true,https://api.elsevier.com/content/abstract/scopus_id/85178586894,SCOPUS_ID:85178586894,Journal of Materiomics,2024-07-01 00:00:00,10.1016/j.jmat.2023.09.008,4,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85178566655,SCOPUS_ID:85178566655,British Journal of Ophthalmology,2024-07-23 00:00:00,10.1136/bjo-2023-324508,4,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85178494869,SCOPUS_ID:85178494869,Computers in Biology and Medicine,2024-01-01 00:00:00,10.1016/j.compbiomed.2023.107768,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85178491421,SCOPUS_ID:85178491421,Medical Physics,2024-05-01 00:00:00,10.1002/mp.16860,4,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85178482632,SCOPUS_ID:85178482632,Computers in Biology and Medicine,2024-01-01 00:00:00,10.1016/j.compbiomed.2023.107684,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85178378268,SCOPUS_ID:85178378268,Journal of Cleaner Production,2024-01-01 00:00:00,10.1016/j.jclepro.2023.139857,4,re,Review,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85178369347,SCOPUS_ID:85178369347,Bioorganic Chemistry,2024-02-01 00:00:00,10.1016/j.bioorg.2023.106983,4,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85178364110,SCOPUS_ID:85178364110,ACS Sustainable Chemistry and Engineering,2024-01-08 00:00:00,10.1021/acssuschemeng.3c05413,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85178333005,SCOPUS_ID:85178333005,Cerebrovascular Diseases,2024-08-01 00:00:00,10.1159/000534822,4,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85178135812,SCOPUS_ID:85178135812,Enterprise Information Systems,2024-01-01 00:00:00,10.1080/17517575.2023.2284427,4,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85178082084,SCOPUS_ID:85178082084,IEEE Transactions on Wireless Communications,2024-06-01 00:00:00,10.1109/TWC.2023.3333326,4,ar,Article,2024,6
